,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,previous,deposit
2622,30,1,0,2,201,1,0,31,7,219,1,157,12,1
2623,39,0,0,1,119,1,0,1,8,265,2,476,4,1
2624,48,0,2,1,17964,1,0,1,8,120,1,98,5,1
2625,36,0,0,1,1113,0,0,1,8,212,1,-1,0,1
2626,27,3,0,0,1596,0,0,1,8,82,1,-1,0,1
2627,51,0,0,1,2635,0,0,1,8,181,1,98,2,1
2628,48,2,0,0,568,1,0,2,8,378,2,386,1,1
2629,70,5,0,0,2626,0,0,2,8,140,2,-1,0,1
2630,63,5,0,0,4752,0,0,2,8,233,2,-1,0,1
2631,34,4,1,0,528,1,0,2,8,121,3,100,5,1
2632,46,3,0,1,2552,0,0,3,8,260,1,94,8,1
2633,31,6,1,1,3343,0,0,3,8,365,1,94,1,1
2634,32,3,0,0,995,0,0,3,8,331,1,99,2,1
2635,40,7,1,1,7968,0,0,3,8,733,1,93,1,1
2636,30,3,1,0,0,0,0,4,8,316,3,-1,0,1
2637,55,0,0,2,2587,0,0,4,8,328,2,94,2,1
2638,57,0,2,1,6468,1,0,4,8,730,1,157,4,1
2639,59,3,1,0,4744,0,0,4,8,879,1,-1,0,1
2640,26,2,1,0,1231,1,0,4,8,230,1,93,7,1
2642,30,3,1,0,2568,0,0,4,8,563,1,100,4,1
2643,64,5,0,1,1644,0,0,7,8,569,4,-1,0,1
2644,36,2,0,1,1354,0,0,7,8,281,3,97,2,1
2645,55,3,0,0,602,0,0,7,8,350,1,98,5,1
2646,63,5,0,1,1795,0,0,7,8,219,1,-1,0,1
2647,52,2,0,0,0,1,0,7,8,211,1,294,1,1
2648,34,0,1,1,268,0,0,7,8,587,1,-1,0,1
2649,36,4,0,0,52,1,0,7,8,351,1,95,6,1
2650,31,0,1,1,924,0,0,7,8,231,1,94,3,1
2651,47,5,1,2,3033,0,0,8,8,293,1,-1,0,1
2652,50,3,0,1,6574,0,0,8,8,495,1,92,3,1
2653,70,5,2,0,0,0,0,8,8,206,1,-1,0,1
2655,33,6,0,0,409,0,0,8,8,165,1,97,4,1
2656,24,2,1,0,726,0,0,8,8,445,2,-1,0,1
2657,25,3,1,0,1871,0,0,8,8,260,1,96,1,1
2658,26,0,1,1,1094,1,0,8,8,137,1,-1,0,1
2659,32,0,1,1,2915,0,0,8,8,519,1,131,2,1
2661,58,0,0,1,1227,0,0,8,8,400,2,95,1,1
2662,42,0,0,1,1205,0,0,8,8,376,2,-1,0,1
2663,30,1,1,0,161,0,1,8,8,298,3,-1,0,1
2664,76,5,2,2,802,0,0,9,8,475,5,-1,0,1
2665,79,5,0,0,723,0,0,9,8,276,1,79,3,1
2666,70,5,0,2,6538,0,0,9,8,394,1,-1,0,1
2667,30,0,1,1,147,0,0,9,8,234,1,100,1,1
2668,60,5,0,0,0,0,0,9,8,408,1,-1,0,1
2669,51,7,0,0,1416,0,0,9,8,345,1,-1,0,1
2670,71,5,0,1,14220,1,0,9,8,397,1,-1,0,1
2671,31,0,1,1,12569,0,0,9,8,344,1,295,1,1
2672,32,3,1,0,555,1,0,9,8,344,1,-1,0,1
2673,34,0,0,1,158,0,0,9,8,278,2,132,4,1
2674,28,3,1,0,261,1,1,9,8,259,2,98,4,1
2675,45,0,0,1,786,0,0,10,8,84,3,-1,0,1
2676,53,8,0,2,27,1,0,10,8,230,3,-1,0,1
2678,56,3,1,0,2815,1,0,11,8,212,1,-1,0,1
2679,42,2,0,0,3082,0,0,11,8,285,1,-1,0,1
2680,47,2,0,0,1233,1,0,11,8,91,1,100,2,1
2682,46,1,0,0,640,1,0,11,8,108,2,129,2,1
2683,73,5,0,1,1843,0,0,11,8,106,2,-1,0,1
2684,28,1,1,0,322,0,0,11,8,240,2,95,3,1
2685,46,0,0,1,7331,0,0,11,8,658,4,95,2,1
2686,74,5,0,2,1765,0,0,11,8,290,2,-1,0,1
2687,71,5,2,1,1236,1,0,14,8,335,4,-1,0,1
2688,41,3,2,0,6046,1,1,14,8,185,2,-1,0,1
2689,73,5,0,2,934,0,0,14,8,961,5,-1,0,1
2690,47,2,2,0,1013,0,0,15,8,170,1,92,3,1
2691,49,2,2,1,596,1,0,15,8,722,1,-1,0,1
2692,40,3,0,0,4775,0,0,15,8,215,1,-1,0,1
2693,57,1,0,2,3109,0,0,15,8,107,2,105,2,1
2694,50,10,0,0,388,0,0,15,8,173,2,99,4,1
2695,34,1,0,0,262,0,0,15,8,89,2,106,1,1
2696,56,4,0,0,654,0,0,15,8,875,1,-1,0,1
2697,32,2,1,1,1855,0,0,15,8,126,2,134,1,1
2698,50,0,2,1,810,0,0,15,8,91,1,103,3,1
2699,54,7,2,0,1664,0,0,15,8,106,1,105,3,1
2700,26,0,1,1,362,0,0,15,8,925,1,104,2,1
2701,40,2,0,1,1293,0,0,16,8,1702,3,105,2,1
2702,29,0,1,1,874,1,0,16,8,152,1,103,1,1
2703,52,10,0,2,10943,0,0,16,8,292,1,-1,0,1
2704,38,2,0,0,4539,0,0,16,8,387,1,-1,0,1
2705,46,0,0,1,2817,0,0,17,8,543,1,-1,0,1
2706,26,0,1,1,1646,0,0,18,8,890,5,-1,0,1
2707,25,0,1,1,808,0,0,18,8,267,2,114,2,1
2708,70,5,0,1,44,0,0,18,8,1104,2,88,2,1
2709,83,5,0,2,425,0,0,22,8,773,1,92,2,1
2710,43,0,2,1,2367,0,0,22,8,83,1,113,3,1
2711,45,1,0,0,10252,0,0,22,8,173,1,141,2,1
2712,37,3,1,1,1000,1,0,22,8,239,1,99,2,1
2713,71,5,2,0,4380,0,0,22,8,369,1,-1,0,1
2714,27,0,1,1,20585,0,0,23,8,299,1,100,1,1
2715,47,3,0,0,2601,0,0,24,8,261,1,-1,0,1
2716,42,0,2,1,238,0,0,25,8,692,1,-1,0,1
2717,77,5,2,0,0,0,0,25,8,210,1,-1,0,1
2718,61,0,0,1,3371,0,0,28,8,299,2,-1,0,1
2719,57,0,0,1,10583,0,0,28,8,341,3,98,3,1
2720,34,0,0,1,16,1,0,29,8,316,1,119,1,1
2721,40,1,0,0,1451,0,0,30,8,117,1,121,1,1
2722,84,8,0,0,0,0,0,30,8,992,2,-1,0,1
2723,26,9,1,0,132,0,0,1,9,194,1,119,1,1
2725,47,0,0,1,288,0,0,1,9,101,1,-1,0,1
2726,37,0,1,1,1027,1,0,1,9,137,1,119,1,1
2727,28,0,1,1,6784,0,0,1,9,502,1,115,3,1
2728,54,0,0,1,1464,0,0,2,9,194,2,94,1,1
2729,54,0,0,1,8295,0,0,2,9,849,2,119,1,1
2730,61,5,0,0,2917,0,0,6,9,215,1,-1,0,1
2731,30,2,1,0,158,0,0,6,9,144,1,-1,0,1
2732,60,5,0,2,1588,0,0,6,9,728,1,-1,0,1
2734,33,0,1,1,5437,0,0,7,9,201,1,58,3,1
2735,25,3,1,1,1185,0,0,7,9,290,1,114,1,1
2737,24,1,1,0,1857,1,0,8,9,147,1,92,5,1
2738,36,2,0,1,4596,1,0,8,9,234,2,175,2,1
2739,58,5,0,2,565,0,0,8,9,153,1,93,1,1
2740,33,0,1,1,1781,0,0,8,9,611,2,183,1,1
2741,27,3,0,0,3415,0,0,9,9,266,3,184,1,1
2742,60,3,2,0,12039,0,0,12,9,261,1,187,1,1
2743,56,7,0,0,12,0,0,12,9,511,3,187,1,1
2744,25,2,1,0,139,0,1,12,9,138,1,-1,0,1
2745,21,9,1,0,2488,0,0,12,9,180,1,-1,0,1
2746,73,5,2,0,7111,1,0,12,9,146,1,-1,0,1
2747,67,0,2,1,361,0,0,13,9,411,2,-1,0,1
2748,51,8,2,1,2109,0,0,13,9,79,2,-1,0,1
2749,48,0,0,1,1093,1,1,13,9,1226,2,-1,0,1
2750,35,0,1,1,2646,0,0,13,9,221,1,182,1,1
2751,61,6,2,1,6,1,0,13,9,210,1,182,2,1
2752,35,2,1,1,670,0,0,13,9,301,2,-1,0,1
2753,36,3,2,0,592,0,0,13,9,204,2,99,5,1
2754,83,5,1,2,1965,0,0,13,9,1003,3,-1,0,1
2755,50,0,0,2,313,0,0,14,9,958,1,-1,0,1
2756,66,10,0,2,40,0,0,14,9,290,2,-1,0,1
2757,58,2,0,2,4198,0,0,15,9,441,5,246,5,1
2758,30,0,1,1,536,0,0,15,9,244,1,105,1,1
2759,54,1,0,2,1311,0,0,15,9,485,3,184,3,1
2760,26,3,1,0,766,0,0,15,9,457,2,-1,0,1
2761,43,4,0,2,2557,1,0,15,9,166,3,183,5,1
2762,40,7,1,1,79,0,0,15,9,570,1,135,1,1
2763,57,0,0,1,1318,0,0,16,9,115,1,185,2,1
2764,75,5,0,0,3771,0,0,16,9,186,1,183,1,1
2765,77,5,0,1,0,0,0,16,9,847,1,60,1,1
2766,31,0,0,1,6138,0,0,16,9,154,2,119,5,1
2767,22,4,1,0,129,0,0,16,9,258,1,-1,0,1
2768,50,0,0,1,469,0,0,16,9,170,1,183,1,1
2769,27,0,0,1,893,0,0,16,9,154,2,-1,0,1
2771,37,4,0,0,4017,0,0,16,9,156,1,-1,0,1
2772,44,2,1,1,643,0,0,16,9,324,1,143,3,1
2773,40,2,0,0,2338,0,0,16,9,717,2,-1,0,1
2774,61,0,0,1,0,0,0,16,9,136,2,-1,0,1
2775,61,2,2,0,6481,0,0,19,9,131,1,-1,0,1
2776,47,1,0,0,820,0,0,19,9,98,1,-1,0,1
2778,76,10,2,2,1411,0,0,19,9,233,2,187,3,1
2779,30,9,1,1,7529,0,0,19,9,328,1,-1,0,1
2780,39,2,0,1,206,0,0,20,9,148,2,195,2,1
2781,72,5,0,2,1388,0,0,20,9,513,1,-1,0,1
2783,36,2,0,0,480,0,0,20,9,213,1,-1,0,1
2784,65,5,0,0,571,1,0,20,9,349,1,183,2,1
2785,54,2,0,0,3994,0,1,20,9,595,2,187,2,1
2786,46,3,1,0,1693,1,0,20,9,427,1,-1,0,1
2787,28,0,1,1,80,0,0,20,9,676,2,146,2,1
2788,61,0,0,1,267,0,0,21,9,192,3,184,1,1
2789,53,10,0,2,2581,0,0,21,9,828,1,189,1,1
2790,27,9,1,1,1134,0,0,21,9,825,1,183,4,1
2791,55,7,2,0,309,0,0,21,9,467,2,184,1,1
2792,33,0,1,1,6807,0,0,21,9,512,2,184,1,1
2793,87,5,2,2,6746,0,0,21,9,749,1,-1,0,1
2794,57,0,0,1,375,0,0,21,9,135,1,-1,0,1
2795,33,6,1,1,658,1,0,21,9,307,1,208,1,1
2796,51,2,0,0,371,1,1,21,9,287,1,-1,0,1
2797,76,5,2,2,2693,0,0,21,9,107,2,-1,0,1
2798,19,9,1,0,329,0,0,22,9,252,2,-1,0,1
2799,33,3,0,1,79,1,0,22,9,249,2,335,2,1
2800,55,0,2,1,0,0,0,22,9,360,5,-1,0,1
2803,30,2,1,1,411,0,0,22,9,127,3,149,2,1
2804,68,5,1,1,2144,0,0,22,9,277,1,184,2,1
2805,41,2,1,1,431,0,0,22,9,133,1,107,2,1
2806,29,6,0,0,123,0,1,22,9,247,1,184,3,1
2807,27,1,1,0,3792,0,0,22,9,504,1,183,2,1
2809,82,5,0,2,8603,0,0,22,9,306,3,107,1,1
2810,29,2,1,1,2178,0,0,22,9,260,2,139,1,1
2811,76,5,0,1,2991,0,0,22,9,344,1,183,1,1
2812,38,0,0,1,4174,0,0,23,9,336,2,184,5,1
2813,60,2,0,0,10925,0,0,23,9,270,3,185,1,1
2814,33,4,2,0,2411,1,0,23,9,130,1,161,1,1
2815,43,1,0,0,14646,0,0,23,9,210,1,-1,0,1
2816,61,5,0,0,86,0,0,23,9,149,1,-1,0,1
2818,57,0,0,2,6900,0,0,23,9,255,4,185,2,1
2819,33,0,0,1,5878,0,0,23,9,438,1,430,2,1
2821,35,2,1,0,183,0,0,23,9,281,1,52,4,1
2822,59,5,0,2,3648,0,0,23,9,257,2,126,3,1
2823,76,5,0,0,4112,0,0,23,9,282,2,-1,0,1
2824,73,5,0,2,542,0,0,26,9,355,1,180,5,1
2825,81,5,0,2,243,0,0,27,9,131,1,-1,0,1
2827,57,2,0,0,254,0,0,27,9,207,1,-1,0,1
2829,38,1,1,0,0,0,0,27,9,297,1,75,3,1
2830,52,4,0,0,992,1,0,27,9,424,1,515,1,1
2831,22,9,1,0,23,0,0,27,9,137,1,-1,0,1
2834,56,0,0,0,0,0,0,27,9,298,1,111,8,1
2835,38,10,2,0,70,0,0,27,9,255,3,148,1,1
2836,44,0,1,1,5063,0,0,27,9,418,2,-1,0,1
2837,69,5,2,0,4572,0,0,27,9,146,2,56,1,1
2838,36,9,1,1,129,0,0,27,9,149,1,-1,0,1
2840,65,5,0,2,1004,0,0,28,9,371,1,-1,0,1
2841,64,5,0,0,4787,0,0,28,9,501,1,-1,0,1
2842,30,3,1,0,914,1,0,28,9,524,3,272,1,1
2843,57,10,0,1,2326,0,0,28,9,207,1,194,1,1
2844,31,0,0,1,81,1,0,29,9,164,2,-1,0,1
2845,36,0,0,1,203,0,0,29,9,139,1,-1,0,1
2846,64,0,0,1,3951,0,0,29,9,164,1,-1,0,1
2848,26,3,1,0,338,0,0,29,9,209,1,188,2,1
2849,51,6,1,0,0,0,0,29,9,1707,2,-1,0,1
2850,72,5,0,0,0,0,0,29,9,189,3,-1,0,1
2851,30,0,0,1,944,0,0,29,9,251,2,-1,0,1
2852,60,1,0,2,5,0,0,29,9,401,1,-1,0,1
2853,30,0,1,1,697,0,0,29,9,215,3,80,5,1
2854,66,5,0,1,1948,0,0,29,9,106,2,269,2,1
2855,50,2,0,0,3654,0,0,29,9,215,2,78,2,1
2856,47,0,1,1,551,0,0,29,9,124,1,-1,0,1
2857,80,5,0,2,997,0,0,29,9,746,2,86,1,1
2858,61,0,0,1,477,1,0,29,9,377,1,520,1,1
2859,47,0,0,1,3663,0,0,29,9,424,2,213,3,1
2860,30,2,1,0,853,0,0,29,9,279,1,148,1,1
2861,21,9,1,2,8278,0,0,29,9,445,1,-1,0,1
2862,62,0,0,1,7458,0,0,30,9,212,2,-1,0,1
2863,26,2,1,0,44,0,0,30,9,217,1,-1,0,1
2864,36,1,0,0,1193,0,0,30,9,640,1,-1,0,1
2865,87,5,0,2,230,0,0,30,9,144,1,-1,0,1
2866,61,5,0,2,8729,0,0,30,9,480,1,-1,0,1
2867,70,5,0,0,2384,0,0,30,9,196,2,-1,0,1
2868,60,0,0,1,3401,0,0,30,9,294,1,270,1,1
2869,41,4,0,1,881,0,0,30,9,257,3,-1,0,1
2870,22,9,1,0,1522,0,0,30,9,368,2,-1,0,1
2871,60,5,2,0,4243,0,0,30,9,416,2,-1,0,1
2872,54,2,0,0,473,0,1,2,10,182,1,81,1,1
2873,35,6,1,1,5462,0,0,2,10,188,1,186,1,1
2874,59,0,0,0,4412,0,0,2,10,162,2,-1,0,1
2876,48,0,0,0,0,1,1,3,10,1233,1,351,2,1
2877,37,0,0,1,238,0,0,3,10,149,1,-1,0,1
2878,36,0,1,1,62,1,0,3,10,566,1,182,7,1
2879,52,3,1,0,2398,1,0,3,10,412,1,-1,0,1
2880,67,5,2,0,704,0,0,3,10,537,1,-1,0,1
2881,36,6,0,1,506,0,0,3,10,217,1,70,2,1
2883,29,2,1,0,938,0,0,3,10,358,1,-1,0,1
2884,27,0,1,1,1720,0,0,3,10,284,2,273,1,1
2885,76,5,0,2,1492,0,0,3,10,383,1,-1,0,1
2886,34,0,0,1,1778,0,0,4,10,358,1,162,2,1
2887,54,2,0,0,0,0,0,6,10,464,5,192,8,1
2888,67,5,0,2,942,0,0,6,10,455,2,84,2,1
2889,24,2,0,0,556,1,0,6,10,368,2,80,2,1
2890,53,3,0,0,10541,0,0,9,10,178,1,-1,0,1
2891,33,9,0,0,1536,0,0,9,10,262,1,94,2,1
2892,24,9,1,1,235,0,0,9,10,118,1,-1,0,1
2893,32,0,1,1,935,0,0,9,10,165,1,91,7,1
2894,60,6,0,1,10861,0,0,9,10,98,1,91,2,1
2895,64,8,0,1,2331,0,0,9,10,201,1,-1,0,1
2896,35,0,1,1,1228,0,0,9,10,696,2,88,12,1
2897,24,9,1,0,125,0,0,9,10,263,1,90,1,1
2898,42,0,0,1,2816,0,0,10,10,193,2,-1,0,1
2899,40,0,0,1,0,0,0,10,10,147,1,96,8,1
2900,33,0,0,1,22867,1,0,10,10,266,2,92,3,1
2901,71,10,2,2,1311,0,0,10,10,301,2,91,1,1
2902,52,7,0,0,94,0,0,10,10,293,3,190,10,1
2903,47,3,0,0,0,0,0,10,10,213,1,190,1,1
2904,49,0,0,2,3371,0,0,11,10,269,2,-1,0,1
2905,26,0,1,1,943,0,0,11,10,166,1,195,1,1
2906,40,0,0,1,9366,0,0,11,10,69,3,-1,0,1
2907,32,2,1,1,6746,0,0,11,10,199,1,-1,0,1
2908,33,4,0,0,1076,0,0,11,10,131,1,96,5,1
2909,35,0,0,1,0,1,0,11,10,229,2,96,3,1
2910,53,0,0,1,1624,0,0,11,10,166,3,97,7,1
2912,44,6,2,1,1070,1,0,11,10,172,1,91,5,1
2913,21,9,1,0,123,0,0,11,10,513,1,91,1,1
2914,36,1,1,0,3623,0,0,12,10,71,1,378,1,1
2915,31,0,1,1,533,0,0,12,10,90,3,93,6,1
2916,42,2,0,0,994,1,0,12,10,227,3,93,6,1
2917,33,4,0,0,386,0,0,12,10,253,1,92,4,1
2918,29,0,1,1,1026,0,0,12,10,226,1,92,1,1
2919,30,7,1,0,2424,0,0,12,10,110,1,279,1,1
2920,32,0,0,1,1331,0,0,12,10,126,1,92,5,1
2922,82,5,2,1,0,0,0,12,10,226,1,-1,0,1
2923,47,0,0,1,4693,0,1,12,10,89,1,97,3,1
2924,48,1,0,0,1230,1,0,12,10,169,1,196,2,1
2925,77,5,2,0,3417,0,0,12,10,134,1,-1,0,1
2926,38,3,0,0,1767,1,0,12,10,893,7,-1,0,1
2927,27,9,1,1,5291,0,0,12,10,192,2,92,2,1
2928,43,4,1,0,3403,1,0,12,10,707,2,97,2,1
2929,33,2,0,0,133,0,0,12,10,627,2,192,1,1
2930,27,3,1,0,4745,0,0,12,10,411,4,192,1,1
2931,76,5,0,2,3324,0,0,13,10,122,1,92,3,1
2932,81,5,0,2,5220,0,0,13,10,135,1,94,2,1
2933,71,5,0,2,2600,0,0,13,10,186,2,98,1,1
2934,39,3,0,0,260,1,0,13,10,226,1,94,4,1
2935,18,9,1,2,608,0,0,13,10,210,1,93,1,1
2936,58,4,2,0,462,0,0,13,10,495,1,93,1,1
2937,44,2,2,0,14,0,0,13,10,167,1,92,1,1
2938,67,5,0,0,1146,0,0,13,10,259,1,92,2,1
2939,31,4,1,0,181,0,0,13,10,239,2,93,2,1
2940,61,5,0,0,3114,0,0,13,10,381,1,-1,0,1
2941,36,2,1,0,376,0,0,13,10,193,1,92,1,1
2942,56,5,0,2,9367,0,0,13,10,271,2,92,4,1
2943,24,9,1,0,382,0,0,13,10,256,2,92,3,1
2944,33,3,0,0,920,0,0,16,10,130,1,95,2,1
2946,58,3,0,0,169,0,0,16,10,301,1,94,3,1
2948,27,1,1,0,535,0,0,16,10,183,1,94,1,1
2949,63,0,0,1,3115,0,0,16,10,432,5,-1,0,1
2950,23,9,1,0,1234,0,0,16,10,250,1,-1,0,1
2951,37,2,1,1,197,0,0,16,10,175,1,200,1,1
2952,43,0,0,1,3186,0,0,16,10,380,1,88,1,1
2953,35,2,0,1,3160,1,0,16,10,445,2,95,1,1
2954,33,1,0,2,195,0,0,16,10,984,5,-1,0,1
2955,75,5,0,1,6027,0,0,16,10,1248,2,94,2,1
2956,40,3,0,1,764,1,0,17,10,85,1,-1,0,1
2957,52,0,0,1,583,0,0,17,10,209,1,91,2,1
2958,55,2,2,1,0,0,0,17,10,134,2,91,1,1
2959,71,5,0,0,5715,0,0,17,10,747,2,-1,0,1
2960,78,5,0,1,1204,0,0,17,10,135,1,-1,0,1
2961,35,2,0,0,4922,1,0,17,10,393,4,201,17,1
2962,52,2,0,0,234,0,0,17,10,255,1,-1,0,1
2963,31,0,1,1,9421,0,0,25,10,372,1,-1,0,1
2964,31,3,1,0,4198,0,0,25,10,234,1,-1,0,1
2966,28,9,1,0,1925,0,0,25,10,487,1,97,2,1
2967,72,5,0,0,1129,0,0,25,10,208,1,91,1,1
2968,29,3,1,0,265,1,0,25,10,414,1,184,1,1
2969,46,10,0,0,38,0,0,25,10,541,1,-1,0,1
2970,53,2,0,0,1982,1,1,27,10,160,1,-1,0,1
2971,58,2,0,0,3399,0,0,30,10,1628,2,188,8,1
2972,22,9,1,1,691,0,0,30,10,260,5,103,1,1
2973,28,3,0,0,330,0,0,2,11,357,1,188,3,1
2974,31,2,0,0,318,0,0,2,11,310,1,-1,0,1
2975,26,1,1,1,644,0,0,2,11,346,1,-1,0,1
2976,60,5,2,1,4,1,0,2,11,415,1,190,5,1
2977,29,2,1,0,1165,0,0,3,11,244,2,184,1,1
2978,36,3,2,1,4708,0,0,3,11,284,1,171,1,1
2979,68,5,0,1,2820,0,0,3,11,154,1,97,2,1
2980,48,0,0,1,1147,0,0,3,11,155,1,120,3,1
2981,53,7,0,2,980,1,0,3,11,352,1,-1,0,1
2982,39,2,0,0,2983,0,0,3,11,472,1,-1,0,1
2983,28,4,1,0,339,0,0,3,11,350,1,182,1,1
2985,29,0,1,1,1445,0,0,4,11,271,2,-1,0,1
2986,26,9,1,1,294,0,0,4,11,208,2,-1,0,1
2987,49,0,0,1,5887,0,0,4,11,439,3,185,5,1
2988,43,0,1,1,11891,0,0,4,11,821,5,242,1,1
2990,44,3,1,0,733,1,0,4,11,360,2,105,5,1
2991,73,5,2,2,5028,0,0,4,11,696,10,-1,0,1
2992,39,0,0,1,481,0,0,7,11,929,5,189,1,1
2993,29,9,1,0,314,0,0,7,11,415,2,116,4,1
2994,31,2,0,0,684,1,0,7,11,620,3,-1,0,1
2995,30,9,1,0,1681,0,0,7,11,329,2,-1,0,1
2996,50,3,0,0,10250,1,0,7,11,254,3,385,2,1
2997,42,0,0,1,254,0,0,9,11,288,7,183,4,1
2998,37,3,0,0,0,1,0,9,11,179,1,190,1,1
2999,49,2,0,0,307,0,0,9,11,854,1,-1,0,1
3000,59,7,0,0,957,0,0,9,11,479,2,-1,0,1
3001,80,5,0,2,155,0,0,9,11,343,2,-1,0,1
3002,86,5,1,0,614,0,0,9,11,595,1,-1,0,1
3004,79,5,0,0,8304,0,0,9,11,456,2,275,9,1
3005,36,4,0,0,4721,0,0,9,11,149,3,-1,0,1
3006,49,0,0,1,395,0,0,10,11,336,5,-1,0,1
3007,69,5,0,0,3588,1,0,10,11,429,1,-1,0,1
3009,32,0,2,1,883,1,0,10,11,798,1,185,5,1
3010,47,0,1,1,4402,0,0,10,11,805,1,190,1,1
3011,58,0,0,1,256,0,0,10,11,422,1,188,3,1
3012,64,5,0,2,43,0,0,10,11,232,1,-1,0,1
3013,72,5,0,2,3856,0,0,10,11,582,4,115,1,1
3014,79,5,0,2,3025,0,0,11,11,166,3,126,3,1
3015,30,2,0,0,2326,0,0,14,11,420,1,175,2,1
3016,36,0,0,1,925,0,0,14,11,321,3,189,4,1
3017,53,8,0,1,1961,0,0,15,11,351,1,-1,0,1
3018,34,0,0,1,2037,0,0,15,11,324,2,-1,0,1
3019,29,9,1,0,459,0,0,15,11,279,3,189,19,1
3020,29,0,1,1,572,0,0,16,11,314,1,195,1,1
3021,81,5,2,0,452,0,0,16,11,443,1,-1,0,1
3022,57,5,0,0,5313,0,0,16,11,283,2,196,1,1
3023,72,5,0,0,1533,0,0,16,11,546,2,-1,0,1
3024,34,4,0,0,1337,0,0,17,11,330,2,127,3,1
3026,66,10,0,2,1230,0,0,17,11,726,3,-1,0,1
3027,27,9,1,0,538,0,0,18,11,170,4,197,2,1
3028,50,0,0,1,5108,1,0,18,11,406,1,182,2,1
3029,75,5,2,0,1341,0,0,18,11,415,7,-1,0,1
3030,50,4,0,0,320,0,0,21,11,294,3,315,4,1
3031,32,3,1,0,131,1,0,21,11,322,1,189,1,1
3032,59,5,0,2,2074,0,0,21,11,467,1,186,2,1
3033,68,5,0,0,1443,0,0,21,11,2062,2,257,1,1
3034,31,2,0,1,3338,1,0,21,11,264,2,-1,0,1
3035,64,6,0,1,661,0,0,21,11,367,2,294,2,1
3036,30,7,2,0,7105,0,0,22,11,321,2,-1,0,1
3037,60,3,0,0,3735,0,0,22,11,190,1,188,9,1
3038,35,0,1,1,538,0,0,22,11,410,3,165,2,1
3039,72,5,0,2,4657,0,0,22,11,305,3,309,5,1
3040,30,1,0,2,5,0,0,23,11,282,1,203,1,1
3041,52,7,2,0,230,0,0,24,11,422,2,-1,0,1
3042,33,0,0,1,1808,0,0,28,11,250,3,-1,0,1
3043,84,5,0,0,81204,0,0,28,11,679,1,313,2,1
3044,43,0,0,1,3518,0,0,28,11,206,2,196,2,1
3045,39,2,1,1,25,1,0,28,11,315,1,210,2,1
3046,25,2,0,1,2551,0,0,28,11,400,3,-1,0,1
3047,38,3,0,0,11303,0,0,28,11,473,2,216,2,1
3050,32,0,1,1,718,1,0,29,11,155,1,197,1,1
3051,23,4,1,0,870,0,0,29,11,296,1,176,4,1
3052,35,7,0,0,978,0,0,29,11,1370,3,209,3,1
3053,61,0,0,0,544,0,0,29,11,63,3,200,9,1
3054,46,0,2,1,461,0,0,30,11,369,2,-1,0,1
3055,70,5,0,2,2795,0,0,8,0,301,2,-1,0,1
3056,25,2,1,0,139,0,1,11,0,202,1,91,1,1
3057,57,5,0,0,1044,0,0,11,0,585,1,192,2,1
3058,55,3,0,0,1633,0,0,11,0,210,1,192,2,1
3059,33,0,0,1,6513,1,0,11,0,170,1,343,1,1
3060,73,5,0,2,1388,0,0,11,0,767,2,83,1,1
3061,34,7,1,0,15,0,0,12,0,377,1,-1,0,1
3062,31,2,1,0,2544,0,0,12,0,229,1,279,2,1
3063,25,1,1,0,2007,0,0,12,0,265,2,-1,0,1
3064,30,2,0,1,2166,0,0,12,0,316,2,-1,0,1
3065,28,6,1,1,4579,0,0,12,0,409,2,-1,0,1
3066,21,9,1,0,2488,0,0,12,0,661,2,92,1,1
3067,87,5,0,2,2190,0,0,12,0,512,2,-1,0,1
3068,22,9,1,0,254,0,0,13,0,143,2,-1,0,1
3069,28,6,1,1,1579,0,0,13,0,163,1,91,3,1
3070,31,7,0,1,330,0,0,13,0,260,1,194,2,1
3071,60,5,0,0,938,0,0,13,0,380,3,-1,0,1
3073,24,9,1,0,3176,0,0,13,0,108,2,-1,0,1
3074,54,0,2,1,496,0,0,13,0,452,3,-1,0,1
3075,35,2,1,1,0,0,0,14,0,187,7,-1,0,1
3076,70,5,2,2,482,0,0,14,0,372,1,196,2,1
3077,62,1,0,0,180,0,0,14,0,183,1,90,4,1
3078,59,2,0,2,4198,0,0,14,0,309,1,91,10,1
3079,48,7,0,0,817,0,0,14,0,517,1,282,4,1
3080,45,3,0,0,5021,0,0,14,0,233,1,-1,0,1
3082,33,4,1,0,133,0,0,14,0,305,2,274,1,1
3083,32,3,0,0,366,0,0,14,0,366,2,-1,0,1
3084,60,5,2,1,979,1,0,15,0,295,3,347,1,1
3085,39,0,0,1,2939,0,0,15,0,348,2,-1,0,1
3086,37,3,1,0,4803,0,0,15,0,396,2,-1,0,1
3087,85,5,0,2,1255,0,0,15,0,233,3,-1,0,1
3088,79,5,0,2,8556,0,0,18,0,326,2,272,2,1
3089,64,5,0,0,588,0,0,18,0,366,1,91,2,1
3090,42,2,0,0,994,1,0,18,0,453,1,67,9,1
3091,47,1,0,0,820,0,0,18,0,262,1,91,1,1
3092,66,5,0,0,203,0,0,18,0,353,1,195,1,1
3093,61,5,0,0,86,0,0,25,0,639,1,94,1,1
3094,27,3,0,1,2855,0,0,25,0,240,1,301,3,1
3095,63,5,0,0,474,0,0,25,0,423,1,-1,0,1
